Project,Year,Date,Site,Treatment,PlotID,Individual_nr,ID,Taxon,Trait,Value,Elevation_m,Latitude_N,Longitude_E
ITEX,2018,2018-07-21,SB,CTL,SB-2,1,BFO0745,salix polaris,CN_ratio,12.799999999999999,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-2,1,BFO0745,salix polaris,dN15_permil,-2.54440742492676,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-2,1,BFO0745,salix polaris,dC13_permil,-31.4971276855469,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-2,1,BFO0745,salix polaris,P_percent,0.0634923618163984,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-2,1,BFO0745,salix polaris,NP_ratio,55.12474099043583,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-3,2,BFP1038,bistorta vivipara,Plant_Height_cm,4.1,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-3,2,BFP1038,bistorta vivipara,Wet_Mass_g,0.03726666666666666,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-3,2,BFP1038,bistorta vivipara,Dry_Mass_g,0.008333333333333333,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-3,2,BFP1038,bistorta vivipara,Leaf_Thickness_mm,0.22566666666666668,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-3,2,BFP1038,bistorta vivipara,Leaf_Area_cm2,1.5123333333333333,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-3,2,BFP1038,bistorta vivipara,SLA_cm2_g,181.48,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-3,2,BFP1038,bistorta vivipara,LDMC,0.22361359570661898,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-3,2,BFP1038,bistorta vivipara,C_percent,41.21410923196024,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-3,2,BFP1038,bistorta vivipara,N_percent,1.5862463148476733,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-3,2,BFP1038,bistorta vivipara,CN_ratio,25.982162320054318,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-3,2,BFP1038,bistorta vivipara,dN15_permil,0.434969920478761,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-3,2,BFP1038,bistorta vivipara,dC13_permil,-30.0119665527344,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-3,2,BFP1038,bistorta vivipara,P_percent,0.2984890753769108,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-3,2,BFP1038,bistorta vivipara,NP_ratio,5.314252499340802,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,3,BFW6609,dryas octopetala,Plant_Height_cm,1,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,3,BFW6609,dryas octopetala,Wet_Mass_g,0.011609999999999999,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,3,BFW6609,dryas octopetala,Dry_Mass_g,0.0049,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,3,BFW6609,dryas octopetala,Leaf_Thickness_mm,0.18966666666666665,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,3,BFW6609,dryas octopetala,Leaf_Area_cm2,0.40519999999999995,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,3,BFW6609,dryas octopetala,SLA_cm2_g,82.6938775510204,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,3,BFW6609,dryas octopetala,LDMC,0.4220499569336779,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,3,BFW6609,dryas octopetala,C_percent,42.561215356994424,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,3,BFW6609,dryas octopetala,N_percent,1.5885553339803427,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,3,BFW6609,dryas octopetala,CN_ratio,26.79240341622314,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,3,BFW6609,dryas octopetala,dN15_permil,-6.03698196411133,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,3,BFW6609,dryas octopetala,dC13_permil,-29.9639468383789,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,3,BFW6609,dryas octopetala,P_percent,0.15269549771315932,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,3,BFW6609,dryas octopetala,NP_ratio,10.403419601568519,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,1,BFX4125,carex rupestris,Plant_Height_cm,6,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,1,BFX4125,carex rupestris,Wet_Mass_g,0.010920000000000001,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,1,BFX4125,carex rupestris,Dry_Mass_g,0.004200000000000001,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,1,BFX4125,carex rupestris,Leaf_Thickness_mm,0.21033333333333334,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,1,BFX4125,carex rupestris,Leaf_Area_cm2,0.5711999999999999,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,1,BFX4125,carex rupestris,SLA_cm2_g,135.99999999999997,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,1,BFX4125,carex rupestris,LDMC,0.38461538461538464,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,1,BFX4125,carex rupestris,C_percent,43.935604613352254,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,1,BFX4125,carex rupestris,N_percent,1.6462474533744436,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,1,BFX4125,carex rupestris,CN_ratio,26.688335658952106,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,1,BFX4125,carex rupestris,dN15_permil,-3.424,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,1,BFX4125,carex rupestris,dC13_permil,-32.119,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,1,BFX4125,carex rupestris,P_percent,0.07899233215312483,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,1,BFX4125,carex rupestris,NP_ratio,20.840598175823324,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-8,1,BFY4192,luzula nivalis,Plant_Height_cm,3.6,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-8,1,BFY4192,luzula nivalis,Wet_Mass_g,0.0095,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-8,1,BFY4192,luzula nivalis,Dry_Mass_g,0.00275,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-8,1,BFY4192,luzula nivalis,Leaf_Thickness_mm,0.21433333333333332,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-8,1,BFY4192,luzula nivalis,Leaf_Area_cm2,0.615,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-8,1,BFY4192,luzula nivalis,SLA_cm2_g,223.63636363636365,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-8,1,BFY4192,luzula nivalis,LDMC,0.2894736842105263,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,1,BFZ0285,dryas octopetala,Plant_Height_cm,2,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,1,BFZ0285,dryas octopetala,Wet_Mass_g,0.01353,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,1,BFZ0285,dryas octopetala,Dry_Mass_g,0.0062,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,1,BFZ0285,dryas octopetala,Leaf_Thickness_mm,0.42833333333333334,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,1,BFZ0285,dryas octopetala,Leaf_Area_cm2,0.47620000000000007,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,1,BFZ0285,dryas octopetala,SLA_cm2_g,76.80645161290325,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,1,BFZ0285,dryas octopetala,LDMC,0.45824094604582405,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,1,BFZ0285,dryas octopetala,C_percent,47.65098370950031,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,1,BFZ0285,dryas octopetala,N_percent,1.7644873593761206,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,1,BFZ0285,dryas octopetala,CN_ratio,27.00556819310314,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,1,BFZ0285,dryas octopetala,dN15_permil,-10.1272987365723,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,1,BFZ0285,dryas octopetala,dC13_permil,-32.181287307739304,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,1,BFZ0285,dryas octopetala,P_percent,0.11139199262689754,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,1,BFZ0285,dryas octopetala,NP_ratio,15.840342898669489,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-8,3,BGA5743,luzula nivalis,Plant_Height_cm,2.5,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-8,3,BGA5743,luzula nivalis,Wet_Mass_g,0.008075,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-8,3,BGA5743,luzula nivalis,Dry_Mass_g,0.0025,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-8,3,BGA5743,luzula nivalis,Leaf_Thickness_mm,0.16599999999999998,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-8,3,BGA5743,luzula nivalis,Leaf_Area_cm2,0.5085,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-8,3,BGA5743,luzula nivalis,SLA_cm2_g,203.39999999999998,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-8,3,BGA5743,luzula nivalis,LDMC,0.3095975232198142,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-5,1,BGB3898,bistorta vivipara,Plant_Height_cm,1.7,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-5,1,BGB3898,bistorta vivipara,Wet_Mass_g,0.012700000000000001,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-5,1,BGB3898,bistorta vivipara,Dry_Mass_g,0.007,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-5,1,BGB3898,bistorta vivipara,Leaf_Thickness_mm,0.20299999999999999,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-5,1,BGB3898,bistorta vivipara,Leaf_Area_cm2,0.4503333333333333,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-5,1,BGB3898,bistorta vivipara,SLA_cm2_g,64.33333333333333,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-5,1,BGB3898,bistorta vivipara,LDMC,0.5511811023622046,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-5,1,BGB3898,bistorta vivipara,C_percent,44.21458880830117,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-5,1,BGB3898,bistorta vivipara,N_percent,2.4307916742822617,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-5,1,BGB3898,bistorta vivipara,CN_ratio,18.189378084551976,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-5,1,BGB3898,bistorta vivipara,dN15_permil,-6.741447029113771,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-5,1,BGB3898,bistorta vivipara,dC13_permil,-30.3325437164307,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-8,3,BGI4186,bistorta vivipara,Wet_Mass_g,0.043666666666666666,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-8,3,BGI4186,bistorta vivipara,Dry_Mass_g,0.007333333333333333,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-8,3,BGI4186,bistorta vivipara,Leaf_Thickness_mm,0.23766666666666666,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-8,3,BGI4186,bistorta vivipara,Leaf_Area_cm2,1.522,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-8,3,BGI4186,bistorta vivipara,SLA_cm2_g,207.54545454545456,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-8,3,BGI4186,bistorta vivipara,LDMC,0.16793893129770993,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-8,3,BGI4186,bistorta vivipara,C_percent,42.61,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-8,3,BGI4186,bistorta vivipara,N_percent,3.82,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-8,3,BGI4186,bistorta vivipara,CN_ratio,11.154450261780106,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-8,3,BGI4186,bistorta vivipara,dN15_permil,-0.7160045480728201,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-8,3,BGI4186,bistorta vivipara,dC13_permil,-30.4055253601074,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-8,3,BGI4186,bistorta vivipara,P_percent,0.07671815193449487,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-8,3,BGI4186,bistorta vivipara,NP_ratio,49.79264885397232,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-6,1,BGL2921,salix polaris,Plant_Height_cm,2.6,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-6,1,BGL2921,salix polaris,Wet_Mass_g,0.01915,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-6,1,BGL2921,salix polaris,Dry_Mass_g,0.005666666666666667,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-6,1,BGL2921,salix polaris,Leaf_Thickness_mm,0.252,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-6,1,BGL2921,salix polaris,Leaf_Area_cm2,0.8363333333333333,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-6,1,BGL2921,salix polaris,SLA_cm2_g,147.58823529411762,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-6,1,BGL2921,salix polaris,LDMC,0.2959094865100087,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-6,1,BGL2921,salix polaris,C_percent,32.69969538602425,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-6,1,BGL2921,salix polaris,N_percent,2.58784169019099,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-6,1,BGL2921,salix polaris,CN_ratio,12.635894811483203,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-6,1,BGL2921,salix polaris,dN15_permil,4.217066001892089,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-6,1,BGL2921,salix polaris,dC13_permil,-28.0031507873535,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-6,1,BGL2921,salix polaris,P_percent,0.4012595075137894,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-6,1,BGL2921,salix polaris,NP_ratio,6.449296880777481,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-6,1,BGM1767,festuca rubra,Plant_Height_cm,5.3,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-6,1,BGM1767,festuca rubra,Wet_Mass_g,0.0139,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-6,1,BGM1767,festuca rubra,Dry_Mass_g,0.0055,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-6,1,BGM1767,festuca rubra,Leaf_Thickness_mm,0.2803333333333333,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-6,1,BGM1767,festuca rubra,Leaf_Area_cm2,0.3635,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-6,1,BGM1767,festuca rubra,SLA_cm2_g,66.0909090909091,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-6,1,BGM1767,festuca rubra,LDMC,0.39568345323741005,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-6,1,BGM1767,festuca rubra,C_percent,42.518304309050976,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-6,1,BGM1767,festuca rubra,N_percent,1.4637319275885539,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-6,1,BGM1767,festuca rubra,CN_ratio,29.047876532349996,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-6,1,BGM1767,festuca rubra,dN15_permil,2.3867204093933103,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-6,1,BGM1767,festuca rubra,dC13_permil,-31.2871322631836,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-6,1,BGM1767,festuca rubra,P_percent,0.10132359682467618,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-6,1,BGM1767,festuca rubra,NP_ratio,14.446111009277546,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-3,1,BGN7971,equisetum arvense,Plant_Height_cm,3.4,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-3,1,BGN7971,equisetum arvense,Wet_Mass_g,0.0388,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-3,1,BGN7971,equisetum arvense,Dry_Mass_g,0.023,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-3,1,BGN7971,equisetum arvense,Leaf_Thickness_mm,0.13433333333333333,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-3,1,BGN7971,equisetum arvense,Leaf_Area_cm2,1.466,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-3,1,BGN7971,equisetum arvense,SLA_cm2_g,63.73913043478261,80,78.183,15.75
ITEX,2018,2018-07-21,SB,CTL,SB-3,1,BGN7971,equisetum arvense,LDMC,0.5927835051546392,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-5,2,BGU8257,bistorta vivipara,Plant_Height_cm,1.1,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-5,2,BGU8257,bistorta vivipara,Wet_Mass_g,0.009033333333333332,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-5,2,BGU8257,bistorta vivipara,Dry_Mass_g,0.007,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-5,2,BGU8257,bistorta vivipara,Leaf_Thickness_mm,0.251,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-5,2,BGU8257,bistorta vivipara,Leaf_Area_cm2,0.42500000000000004,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-5,2,BGU8257,bistorta vivipara,SLA_cm2_g,60.71428571428572,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-5,2,BGU8257,bistorta vivipara,LDMC,0.7749077490774908,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-5,2,BGU8257,bistorta vivipara,C_percent,45.68125523323901,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-5,2,BGU8257,bistorta vivipara,N_percent,3.460996850947308,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-5,2,BGU8257,bistorta vivipara,CN_ratio,13.198872232644653,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-5,2,BGU8257,bistorta vivipara,dN15_permil,-5.40088665008545,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-5,2,BGU8257,bistorta vivipara,dC13_permil,-30.7270864105225,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,1,BGV1190,carex rupestris,Plant_Height_cm,3.5,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,1,BGV1190,carex rupestris,Wet_Mass_g,0.0053,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,1,BGV1190,carex rupestris,Dry_Mass_g,0.0023333333333333335,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,1,BGV1190,carex rupestris,Leaf_Thickness_mm,0.18266666666666667,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,1,BGV1190,carex rupestris,Leaf_Area_cm2,0.385,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,1,BGV1190,carex rupestris,SLA_cm2_g,165,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-6,1,BGV1190,carex rupestris,LDMC,0.44025157232704404,80,78.183,15.75
ITEX,2018,2018-07-21,SB,OTC,SB-5,1,BGW5083,equisetum arvense,Plant_Height_cm,3,80,78.183,15.75
ITEX,2018,2018-07-21,SB,OTC,SB-5,1,BGW5083,equisetum arvense,Wet_Mass_g,0.31,80,78.183,15.75
ITEX,2018,2018-07-21,SB,OTC,SB-5,1,BGW5083,equisetum arvense,Dry_Mass_g,0.06,80,78.183,15.75
ITEX,2018,2018-07-21,SB,OTC,SB-5,1,BGW5083,equisetum arvense,Leaf_Thickness_mm,0.30266666666666664,80,78.183,15.75
ITEX,2018,2018-07-21,SB,OTC,SB-5,1,BGW5083,equisetum arvense,Leaf_Area_cm2,7.674,80,78.183,15.75
ITEX,2018,2018-07-21,SB,OTC,SB-5,1,BGW5083,equisetum arvense,SLA_cm2_g,127.9,80,78.183,15.75
ITEX,2018,2018-07-21,SB,OTC,SB-5,1,BGW5083,equisetum arvense,LDMC,0.1935483870967742,80,78.183,15.75
ITEX,2018,2018-07-21,SB,OTC,SB-5,1,BGW5083,equisetum arvense,C_percent,35.82,80,78.183,15.75
ITEX,2018,2018-07-21,SB,OTC,SB-5,1,BGW5083,equisetum arvense,N_percent,2.49,80,78.183,15.75
ITEX,2018,2018-07-21,SB,OTC,SB-5,1,BGW5083,equisetum arvense,CN_ratio,14.385542168674698,80,78.183,15.75
ITEX,2018,2018-07-21,SB,OTC,SB-5,1,BGW5083,equisetum arvense,dN15_permil,3.97199630737305,80,78.183,15.75
ITEX,2018,2018-07-21,SB,OTC,SB-5,1,BGW5083,equisetum arvense,dC13_permil,-28.0650998687744,80,78.183,15.75
ITEX,2018,2018-07-21,SB,OTC,SB-5,1,BGW5083,equisetum arvense,P_percent,0.17187259570762659,80,78.183,15.75
ITEX,2018,2018-07-21,SB,OTC,SB-5,1,BGW5083,equisetum arvense,NP_ratio,14.487475386918302,80,78.183,15.75
ITEX,2018,2018-07-21,SB,OTC,SB-5,1,BGX0598,salix polaris,Plant_Height_cm,5,80,78.183,15.75
ITEX,2018,2018-07-21,SB,OTC,SB-5,1,BGX0598,salix polaris,Wet_Mass_g,0.026616666666666667,80,78.183,15.75
ITEX,2018,2018-07-21,SB,OTC,SB-5,1,BGX0598,salix polaris,Dry_Mass_g,0.007166666666666666,80,78.183,15.75
ITEX,2018,2018-07-21,SB,OTC,SB-5,1,BGX0598,salix polaris,Leaf_Thickness_mm,0.247,80,78.183,15.75
ITEX,2018,2018-07-21,SB,OTC,SB-5,1,BGX0598,salix polaris,Leaf_Area_cm2,1.08,80,78.183,15.75
ITEX,2018,2018-07-21,SB,OTC,SB-5,1,BGX0598,salix polaris,SLA_cm2_g,150.6976744186047,80,78.183,15.75
ITEX,2018,2018-07-21,SB,OTC,SB-5,1,BGX0598,salix polaris,LDMC,0.269254852849092,80,78.183,15.75
ITEX,2018,2018-07-21,SB,OTC,SB-5,1,BGX0598,salix polaris,C_percent,44.3,80,78.183,15.75
ITEX,2018,2018-07-21,SB,OTC,SB-5,1,BGX0598,salix polaris,N_percent,2.71,80,78.183,15.75
ITEX,2018,2018-07-21,SB,OTC,SB-5,1,BGX0598,salix polaris,CN_ratio,16.346863468634684,80,78.183,15.75
ITEX,2018,2018-07-21,SB,OTC,SB-5,1,BGX0598,salix polaris,dN15_permil,-3.25629544258118,80,78.183,15.75
ITEX,2018,2018-07-21,SB,OTC,SB-5,1,BGX0598,salix polaris,dC13_permil,-30.7065393066406,80,78.183,15.75
ITEX,2018,2018-07-21,SB,OTC,SB-5,1,BGX0598,salix polaris,P_percent,0.18224438815583474,80,78.183,15.75
ITEX,2018,2018-07-21,SB,OTC,SB-5,1,BGX0598,salix polaris,NP_ratio,14.87014238091499,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-8,1,BGY3820,dryas octopetala,Plant_Height_cm,2,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-8,1,BGY3820,dryas octopetala,Wet_Mass_g,0.01286,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-8,1,BGY3820,dryas octopetala,Dry_Mass_g,0.0048000000000000004,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-8,1,BGY3820,dryas octopetala,Leaf_Thickness_mm,0.352,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-8,1,BGY3820,dryas octopetala,Leaf_Area_cm2,0.3386,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-8,1,BGY3820,dryas octopetala,SLA_cm2_g,70.54166666666666,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-8,1,BGY3820,dryas octopetala,LDMC,0.3732503888024884,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-8,1,BGY3820,dryas octopetala,C_percent,41.1848836204429,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-8,1,BGY3820,dryas octopetala,N_percent,1.5636503946004479,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-8,1,BGY3820,dryas octopetala,CN_ratio,26.338933410346293,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-8,1,BGY3820,dryas octopetala,dN15_permil,2.42034561634064,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-8,1,BGY3820,dryas octopetala,dC13_permil,-30.0155676269531,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-8,1,BGY3820,dryas octopetala,P_percent,0.18390458853903965,80,78.183,15.75
ITEX,2018,2018-07-19,DH,CTL,DH-8,1,BGY3820,dryas octopetala,NP_ratio,8.502508866267428,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-10,1,BHR5620,poa arctica,Plant_Height_cm,8,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-10,1,BHR5620,poa arctica,Wet_Mass_g,0.0094333333333333335,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-10,1,BHR5620,poa arctica,Dry_Mass_g,0.004333333333333333,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-10,1,BHR5620,poa arctica,Leaf_Thickness_mm,0.126,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-10,1,BHR5620,poa arctica,Leaf_Area_cm2,0.6803333333333333,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-10,1,BHR5620,poa arctica,SLA_cm2_g,157,80,78.183,15.75
ITEX,2018,2018-07-19,DH,OTC,DH-10,1,BHR5620,poa arctica,LDMC,0.45936395759717313,80,78.183,15.75
